title,brand,description,price,categories,images,manufacturer,package_dimensions,country_of_origin,material,color,uniq_id
"TocTen Double Bath Towel Bar - Thicken SUS304 Stainless Steel Towel Rack for Bathroom, Bathroom Accessories Double Towel Rod Heavy Duty Wall Mounted Square Towel Holder (Matte Black,24 INCH)",TocTen Store,,$27.99,"['Tools & Home Improvement', 'Hardware', 'Bathroom Hardware', 'Towel Bars']","['https://m.media-amazon.com/images/I/41cFJKXyA5L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31-sIFbf01L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41rkPgjGdoL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41CB1B057aL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41K4nD2UUwL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41Ckf5wT45L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61ag3XTXwDL.SS125_SS522_.jpg']",TocTen,"23.63""L x 3.55""W x 5.4""H",,Stainless Steel,Matte Black,0a8d1a88-cead-55fe-a935-eca4807430db
"MoNiBloom Adjustable Bar Stools Set of 2, 360° Swivel Counter Height Barstool Kitchen Counter Island Dining Chair, Dark Grey PU Leather Bistro Swivel Stool for Living Room Kitchen, 250 lbs Capacity",MoNiBloom Store,,$55.00,"['Home & Kitchen', 'Furniture', 'Game & Recreation Room Furniture', 'Home Bar Furniture', 'Barstools']","['https://m.media-amazon.com/images/I/41jD28iN4bL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51hip63NhYL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41t3Y06qcvL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41lXQBqZhqL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41bDZO0Qz2L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31Q3UImdzqL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/91l+VAPadIL.SS125_SS522_.png']",MoNiBloom,"15""D x 18""W x 39""H",China,,Dark Grey,db5c35ba-437d-5200-9a51-f803a8393aef
"LANTEFUL Shoe Rack Organizer Shoe Storage Cabinet 8 Tiers 32 Pair Portable Shoe Storage Sturdy Plastic Black Shoe Shelf with Hooks Shoe Rack with Door for Entryway, Bedroom and Hallway",LANTEFUL Store,,$49.99,"['Home & Kitchen', 'Storage & Organization', 'Clothing & Closet Storage', 'Shoe Organizers', 'Free Standing Shoe Racks']","['https://m.media-amazon.com/images/I/51e8SrHHW3L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/515gTGHew0L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51gT2G3sHKL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/516bDv62efL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51om73OX-QL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51LG6-6JfeL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/610Jk5Ote5L.SS125_SS522_.jpg']",LANTEFUL,"12""D x 32""W x 48""H",China,,Black,122c5c2a-5490-51ce-8555-9526c9698a38
"ANDY STAR 24x32 INCH Brushed Nickel Mirror, Rounded Rectangle Silver Metal Framed Mirrors for Bathroom Anti-Rust SUS304, Tube Metal Frame, 1’’ Deep Wall Mounted Vertically/Horizontal",ANDY STAR Store,,$179.99,"['Home & Kitchen', 'Home Décor Products', 'Mirrors', 'Wall-Mounted Mirrors']","['https://m.media-amazon.com/images/I/41MQWfATggL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41VUKKurk7L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41LWcO1xszL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41o9as99mDL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51WtSDPoO7L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Z8oRP0qOL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/91zG7kbv+2L.SS125_SS522_.jpg']",,"32""L x 24""W",,Stainless Steel,Brushed Nickel,837097bd-af65-56a4-a926-2a38acbf0e01
"MJL Furniture Designs Upholstered Cubed/Square Olivia Series Ottoman, 17"" x 19"" x 19"", Smoke Grey",MJL Furniture Designs Store,"The Merton Collection by MJL Furniture Designs is a collection of stunning and elegant modern cube ottomans, featuring flawless design and magnificent craftsmanship. Each tufted, foot rest ottoman is carefully designed and constructed by highly skilled and experienced hands, resulting in some of the finest pieces the industry has to offer. The Meron upholstered ottoman measures 17""W x 19""D x 19""H and weighs 15 lbs. Upon delivery of these ottomans no assembly is required. The square, tufted ottoman is expertly constructed using the most resilient and enduring woods and features fashionable, espresso finished, square legs. The ottomans are then carefully upholstered with the softest, most luxurious fabrics and elegantly button tufted. A generous variety of utterly alluring colors and patterns are available to adorn this upholstered cube ottoman. MJL Furniture Designs crafts and designs luxurious furniture using the finest, most resilient woods and soft, elegant fabrics. A combined 45 years of expertise, talent and experience ensures the impeccable and flawless nature of every MJL product. Every piece is proudly conceived, designed and manufactured in California, U.S.A.",,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'Ottomans']","['https://m.media-amazon.com/images/I/410tv-zDYXL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51gxoVnot9L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41pZMkhstlL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51zCu08OQbL._SS522_.jpg ', ' https://m.media-amazon.com/images/G/01/HIT/ImageBlockDimension/dimensions_SS522_.png']",MJL Furntiure Designs,"19""D x 19""W x 17""H",USA,Wood,Smoke Grey,ed575bc1-c87c-51f4-b34b-a7b64b1b70f3
Cpintltr Small Foot Stool Ottoman Modern Accent Step Stool Seat with Solid Wood Legs Velvet Soft Padded Pouf Ottomans Sofa Footrest Stools for Couch Living Room Bedroom Entryway (Green 2 PCS),Cpintltr Store,,$49.99,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'Ottomans']","['https://m.media-amazon.com/images/I/51CjfUJVuLL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/515lf+4Om7L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51O0yWIL9EL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Tt1bVoxhL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61ZHCQUnchL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51w+ViQkUEL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51ZsA0qaA-L.SS125_SS522_.jpg']",Cpintltr,"11""D x 16""W x 10""H",China,Pine,Green,66299dbc-e3c2-52f8-88d7-2b0cba129172
"YuiHome Extendable Round, Farmhouse 16"" Leaf Table for Dining Room, Kitchen,Natural Wood Wash",YuiHome,"This dining table with a round tabletop and X-shaped base, represents an elegant and temperament atmosphere.Moreover, the adjustable dining table length makes this dining set suitable for any size room. Description: Table: 42~58'' x 42''W x 30''H Weight Capacity of Table :300 LBS Material of Tabletop :MDF with Oak Veneer Material of Table Frame/Table Legs :Poplar Wood Finish :Veneer Oak Package Number :1 Assembly Required :20 min Place of Origin:Viet Nam Main Color:Natural Wood Wash Maintenance & Notice About Finish Liquids should be immediately blotted with a damp cloth. Do not use surface cleaners that could remove the finish. About Hardware Hardware may loosen over time; periodically check to make sure all connections are tight. About Fasteners Don't over-tighten fasteners, as this may cause distortion or breakage. About Upholstered Seat Blot spills immediately with a clean, colorfast towel. Spot clean with a damp cloth or sponge, gently blotting to remove excess water, then air dry. About Color Real Product's Color may be a little different from the image due to the lighting or monitor's display.",,"['Home & Kitchen', 'Furniture', 'Dining Room Furniture', 'Tables']","['https://m.media-amazon.com/images/I/5175Qzg03LL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41Tr9d2Nc6L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/510cFfGRghL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/4151gQOJYlL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31PyLHg-BGL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51AjgZVRGKL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51bqP+qvaRL._SS522_.jpg']",,"42""D x 42""W x 30""H",,"Rubber Wood, Engineered Wood",Natural Wood Wash,91688563-4731-5976-bc36-85e98ca7ba1a
"Ergonomic Office Chair,Office Chair, with Lumbar Support & 3D Headrest & Flip Up Arms Home Office Desk Chairs Rockable High Back Swivel Computer Chair White Frame Mesh Study Chair（All Black）",SCaua,"Meet Theergonomic Chair - Your Go-To For Comfort, Durability, And Affordability. With One Top-Notch Chair, A 90-Day Return Policy, And Five Years Of Assistance, We'Ve Got You Covered.Our Chair Promotes A Healthy Posture, Offering Great Lumbar Support And An Adjustable Headrest To Keep You Comfortable.We'Ve Designed It For Lasting Comfort With Quality Padding And Breathable Materials, Reducing Pressure On Your Hips And Tailbone.You Can Personalize Your Experience With Adjustable Features, Like The Headrest, Seat Height, And Lumbar Support. It Even Reclines And Rocks For Added Relaxation.Our Chair Is Built To Last, Passing Commercial Tests For Reliability. With A Sturdy Frame And Base, It Can Support Up To 300 Lbs For Years To Come.In A Nutshell, Ergonomic Chair Is Your Answer For Comfort And Peace Of Mind. It'S Not Just A Chair; It'S Your Trusty Companion For Work And Relaxation, Delivering Unbeatable Comfort And Support.",$126.99,"['Home & Kitchen', 'Furniture', 'Home Office Furniture', 'Home Office Chairs', 'Home Office Desk Chairs']","['https://m.media-amazon.com/images/I/51vnoZERmPL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41E1B87eV3L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41K5zqe0H4L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51kIhibjoQL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/5125LpE0DVL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51zT1CKVYkL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41E1B87eV3L._SS522_.jpg']",No,"19.7""D x 20.5""W x 48""H",,Foam,All Black,0583ef58-47cd-509b-9e6d-89a0ad8490b2
"Kate and Laurel Celia Round Metal Foldable Accent Table with Tray Top, Black",Kate and Laurel Store,"Next time you throw a party, do not worry about taking out those old wooden tray tables your parents passed down to you from their stuffy storage area. You now own these hip modern and functional metal tray tables! The Celia collection brings a pop of glamour to your home decor! This metal pop up end table is designed to be the perfect height to fit in a tight space next to a bed or alongside a sofa. It also makes an adorable plant stand! With beautifully elegant straight legs, a round tray tabletop surface, and the option to fold away for storage, this small pedestal table will be the perfect accent piece in your home. The tray top secures to the legs with magnets to allow for sturdy display and easy remove-ability.",,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'Tables', 'End Tables']","['https://m.media-amazon.com/images/I/31ZMqrgDD8L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41pSx2CNp6L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31q+S1xCTeL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31qbPInmD7L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31e1RBF4KBL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61ybSM+cCKL.SS125_SS522_.jpg ', ' https://m.media-amazon.com/images/I/41PT7ejyT8L.SS125_SS522_.jpg']",,"14""D x 14""W x 25.75""H",,Iron,Black,8d9d418c-423c-55c9-b398-e72e38d30fb6
"Lizipai Floating Bedside Table, No Assembly Required,Night Stand with Drawer, 19"" X 13"" X 5.9"", White",Lizipai,,$72.99,"['Home & Kitchen', 'Furniture', 'Bedroom Furniture', 'Nightstands']","['https://m.media-amazon.com/images/I/41HBX6be98L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51uisy-b6sL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31FQ4uoVMJL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51jS0JmRuXL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Q4MvI3vDL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31Fgvq77EsL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51OTUzIP6BL.SS125_SS522_.jpg']",,"5.91""D x 18.9""W x 12.6""H",,Wood,White,9a6699ab-a3f6-5ef6-8630-74731962e81c
"CordaRoy's Chenille Bean Bag Ottoman Footstool, 26"" x 17"", Rainforest",CordaRoy's Store,"With CordaRoy's Bean Bag Footstool, comfort and relaxation are in the bag. Just as functional as it is comfortable, this bean bag footstool provides the perfect place to kick up your feet and relax. This versatile bean bag ottoman can be paired with a coordinating CordaRoy's Bean Bag Chair or with any couch, sofa, or chair around the home. It can even be used as a nightstand or end table next to a bed. This bean bag ottoman is great for both adults and children alike, and is perfect for use in your living room, family room, bedroom, kid's room, game room, basement, and more. The super plush, chenille microfiber cover is durable to provide a lifetime of use while remaining luxuriously soft, and the Rainforest color looks great with any decor style. When it's time for a refresh, simply toss the cover in the washer and dryer - the fabric will remain soft no matter how many times you wash it. At CordaRoy's, we use furniture-grade 100% polyfoam that is both long-lasting and supportive, and we've added extra stuffing to every product for even more support. It also doesn't compress over time, so your footrest will always be just as supportive as it was when you got it The CordaRoy's Beanbag Footstool is custom made and shipped from US. This complete set includes [1] footstool cover and [1] footstool insert for everything you need to get comfortable right away, and it measures 26"" x 17"" to fit in any space.",,"['Home & Kitchen', 'Furniture']","['https://m.media-amazon.com/images/I/51HpCirQNAL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51W3JwfVQAL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51+THNGhy1L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41BCf4C9OJL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Ceof0AVTL._SS522_.jpg']",,"26""D x 26""W x 17""H",USA,Engineered Wood,Rainforest,850a2c03-f708-59b4-a506-c4b9428bb2ea
"Plebs Home Solid Desktop Store Cart, with Rubber Wood Countertop, Island has 8 Handle-Free Drawers, Including a Flatware Organizer and 5 Wheels, for Dining, Kitchen, Living Room-Dark Blue, 53.15 Inch",Plebs Home,"Whether your kitchen is big or small, I think you should have a kitchen island for your daily use, you should definitely try to enrich with the practical and effective element – the kitchen island.The kitchen island is usually placed in the center of the kitchen and it can, in terms of how are organized other functions in the area, to have multiple purposes – from workspace and storage space, to place for the sink.The kitchen island is a great thing also if you have more space in the kitchen. It may be small or bigger, and the down area can be practical kitchen storage element, where you can dispose things, but also there is an option for the additional open shelves.*Product Overview:【Flatware Organizer】【8 Handle-Free Drawers】【【Solid Wood Desktop】【Adjustable Shelves】【Lockable Rollers】【Spice Rack】【Towel Holder】*Notice:1. Real Product’s Color may be a little different from the image due to the lighting or monitor’s display.2. Manual measurement has been used, there may be some reasonable error.",,"['Home & Kitchen', 'Furniture', 'Kitchen Furniture', 'Storage Islands & Carts', 'Mobile Storage Islands']","['https://m.media-amazon.com/images/I/51WFQwBEqjL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41ZKUEg6ZNL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51D67c2tbsL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51QPlfM0jKL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41GLffsVp-L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51NItkvLv-L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41w9nCSGvHL._SS522_.jpg']",Plebs Home,"53.15""D x 18.5""W x 37""H",China,Wood,Dark Blue,930327b1-8e0e-5771-a69c-8e1d34a09694
"ErGear Ergonomic Desk Chair, Office Chair with 2'' Adjustable Lumbar Support, Computer Chair with Flip-Up Armrests & Headrest, High Back Office Desk Chair with 4'' Thicken Seat for Home Office, Black",ErGear,,$129.99,"['Home & Kitchen', 'Furniture', 'Home Office Furniture', 'Home Office Chairs', 'Home Office Desk Chairs']","['https://m.media-amazon.com/images/I/41C4FUmS-hL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51l2PaEXmiL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51HjJ5I7abL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51uEyJqJLBL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51JSgO3g4vL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51rATLQxSEL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51IDjszqikL.SS125_SS522_.jpg']",ErGear,"25.2""D x 24.4""W x 54.31""H",China,Memory Foam,Black,e0ea5029-8dae-5261-9c57-e98bd40e5bdb
"Kingston Brass Millennium Towel-Ring, 7.63"", Oil Rubbed Bronze",Kingston Brass Store,"Product Description   The Millennium Towel Ring Brass provides a stylish, convenient place to hang your hand towel. Pair with other accessories from the Millennium Collection for a matching set. This Collection will aid in enhancing a modern theme.   From the Manufacturer   Hang hand towels in style with the Millennium Towel Ring. With 6"" in diameter, this towel ring will give you enough space to hang up to two small hand towels. This towel ring is easily installed with all mounting hardware included.",$66.95,"['Tools & Home Improvement', 'Hardware', 'Bathroom Hardware', 'Towel Rings']","['https://m.media-amazon.com/images/I/31+kzwXTjxS._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51p2h2QlshL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31y-I7722kL._SS522_.jpg']",No,7.63 x 6.44 x 1.63 inches,Taiwan,Brass,Oil Rubbed Bronze,fe9f61e3-48a7-5523-acd9-1b3538a012d7
